cpf,estabelecimento,cidade,uf,valor,compra_virtual,data_hora,latitude,longitude
52224086377,Loja A,Rio de Janeiro,RJ,198.56,True,2024-12-28 10:33:00,-22.9068,-43.1729
81909742873,Loja B,Belo Horizonte,MG,121.15,True,2024-12-15 06:35:00,-19.9191,-43.9386
89849992378,Loja D,São Paulo,SP,337.11,False,2024-12-11 14:39:00,-23.5505,-46.6333
44527891409,Loja B,Fortaleza,CE,228.87,False,2024-12-20 06:56:00,-3.7172,-38.5437
81909742873,Loja B,São Paulo,SP,264.82,False,2024-12-15 09:44:00,-23.5505,-46.6333
67462158972,Loja D,Salvador,BA,157.45,False,2024-12-28 22:05:00,-12.9714,-38.5014
63332663133,Loja B,São Paulo,SP,499.63,True,2024-12-16 03:02:00,-23.5505,-46.6333
67462158972,Loja C,Fortaleza,CE,246.22,False,2024-12-12 06:44:00,-3.7172,-38.5437
63332663133,Loja B,São Paulo,SP,419.38,False,2024-12-29 09:03:00,-23.5505,-46.6333
69205217019,Loja B,São Paulo,SP,303.38,True,2024-12-09 21:37:00,-23.5505,-46.6333
19836021835,Loja C,Belo Horizonte,MG,465.53,True,2024-12-21 03:54:00,-19.9191,-43.9386
33593347453,Loja C,São Paulo,SP,181.85,False,2024-12-08 13:27:00,-23.5505,-46.6333
52224086377,Loja B,Curitiba,PR,308.22,True,2024-12-04 01:07:00,-25.4284,-49.2733
11410425299,Loja D,Rio de Janeiro,RJ,135.92,False,2024-12-01 17:29:00,-22.9068,-43.1729
67462158972,Loja B,São Paulo,SP,482.01,False,2024-12-07 10:50:00,-23.5505,-46.6333
69205217019,Loja D,Salvador,BA,499.84,True,2024-12-09 12:54:00,-12.9714,-38.5014
69930129946,Loja D,Belo Horizonte,MG,364.49,True,2024-12-18 09:55:00,-19.9191,-43.9386
52816175565,Loja D,Rio de Janeiro,RJ,100.83,False,2024-12-08 21:05:00,-22.9068,-43.1729
67462158972,Loja A,Curitiba,PR,198.31,False,2024-12-18 11:34:00,-25.4284,-49.2733
67462158972,Loja A,Rio de Janeiro,RJ,201.34,True,2024-12-10 15:55:00,-22.9068,-43.1729
52816175565,Loja A,Rio de Janeiro,RJ,273.82,True,2024-12-11 00:26:00,-22.9068,-43.1729
67462158972,Loja B,Rio de Janeiro,RJ,353.12,False,2024-12-18 18:35:00,-22.9068,-43.1729
69205217019,Loja A,Fortaleza,CE,168.45,False,2024-12-20 09:23:00,-3.7172,-38.5437
35316259519,Loja B,Fortaleza,CE,384.37,True,2024-12-12 08:25:00,-3.7172,-38.5437
67462158972,Loja B,Rio de Janeiro,RJ,182.16,False,2024-12-30 16:37:00,-22.9068,-43.1729
52816175565,Loja C,Fortaleza,CE,247.05,True,2024-12-27 18:55:00,-3.7172,-38.5437
52816175565,Loja D,Curitiba,PR,299.29,False,2024-12-05 10:44:00,-25.4284,-49.2733
21988281646,Loja D,Curitiba,PR,473.16,True,2024-12-11 00:08:00,-25.4284,-49.2733
69205217019,Loja A,Curitiba,PR,454.38,False,2024-12-13 05:56:00,-25.4284,-49.2733
69930129946,Loja B,Curitiba,PR,387.89,False,2024-12-23 10:41:00,-25.4284,-49.2733
63332663133,Loja D,Curitiba,PR,417.89,True,2024-12-20 03:17:00,-25.4284,-49.2733
29241750568,Loja D,Curitiba,PR,242.55,False,2024-12-09 08:44:00,-25.4284,-49.2733
19836021835,Loja A,Curitiba,PR,293.21,True,2024-12-23 07:07:00,-25.4284,-49.2733
81909742873,Loja D,Curitiba,PR,408.3,True,2024-12-01 02:54:00,-25.4284,-49.2733
67462158972,Loja B,São Paulo,SP,343.77,True,2024-12-25 14:33:00,-23.5505,-46.6333
10979653485,Loja B,São Paulo,SP,384.77,True,2024-12-13 17:00:00,-23.5505,-46.6333
52816175565,Loja D,São Paulo,SP,477.62,False,2024-12-17 19:51:00,-23.5505,-46.6333
21127242432,Loja B,Rio de Janeiro,RJ,224.86,True,2024-12-22 18:50:00,-22.9068,-43.1729
35316259519,Loja D,Fortaleza,CE,191.59,True,2024-12-19 02:09:00,-3.7172,-38.5437
21988281646,Loja A,Fortaleza,CE,319.95,False,2024-12-22 07:15:00,-3.7172,-38.5437
35316259519,Loja C,São Paulo,SP,499.63,False,2024-12-12 14:06:00,-23.5505,-46.6333
21127242432,Loja A,São Paulo,SP,462.15,False,2024-12-04 05:22:00,-23.5505,-46.6333
35316259519,Loja A,São Paulo,SP,203.68,False,2024-12-17 20:05:00,-23.5505,-46.6333
44527891409,Loja C,São Paulo,SP,115.43,True,2024-12-02 14:12:00,-23.5505,-46.6333
44527891409,Loja C,Curitiba,PR,216.03,False,2024-12-08 21:54:00,-25.4284,-49.2733
69930129946,Loja C,Salvador,BA,206.86,False,2024-12-27 03:51:00,-12.9714,-38.5014
21127242432,Loja C,São Paulo,SP,380.85,False,2024-12-02 10:41:00,-23.5505,-46.6333
19836021835,Loja D,São Paulo,SP,178.76,False,2024-12-30 17:53:00,-23.5505,-46.6333
52224086377,Loja C,Curitiba,PR,458.46,False,2024-12-25 09:28:00,-25.4284,-49.2733
55701625671,Loja C,Curitiba,PR,473.53,True,2024-12-14 22:59:00,-25.4284,-49.2733
21127242432,Loja D,São Paulo,SP,323.18,True,2024-12-17 01:05:00,-23.5505,-46.6333
69205217019,Loja C,São Paulo,SP,256.98,True,2024-12-29 12:04:00,-23.5505,-46.6333
52224086377,Loja C,São Paulo,SP,259.36,True,2024-12-07 02:43:00,-23.5505,-46.6333
52224086377,Loja A,Salvador,BA,488.48,True,2024-12-22 07:04:00,-12.9714,-38.5014
55701625671,Loja D,São Paulo,SP,157.76,True,2024-12-01 14:28:00,-23.5505,-46.6333
52224086377,Loja C,São Paulo,SP,247.59,False,2024-12-19 17:48:00,-23.5505,-46.6333
10979653485,Loja A,São Paulo,SP,410.93,True,2024-12-26 19:47:00,-23.5505,-46.6333
69930129946,Loja D,São Paulo,SP,180.46,True,2024-12-01 03:53:00,-23.5505,-46.6333
33593347453,Loja B,Belo Horizonte,MG,235.59,False,2024-12-16 01:26:00,-19.9191,-43.9386
69930129946,Loja B,Salvador,BA,211.83,False,2024-12-23 20:48:00,-12.9714,-38.5014
21988281646,Loja D,Belo Horizonte,MG,198.08,True,2024-12-04 19:31:00,-19.9191,-43.9386
29241750568,Loja D,Rio de Janeiro,RJ,383.9,False,2024-12-20 16:05:00,-22.9068,-43.1729
55701625671,Loja B,Curitiba,PR,299.01,False,2024-12-10 17:11:00,-25.4284,-49.2733
21988281646,Loja B,Salvador,BA,443.06,False,2024-12-12 17:40:00,-12.9714,-38.5014
33593347453,Loja A,Rio de Janeiro,RJ,223.08,False,2024-12-15 21:13:00,-22.9068,-43.1729
55701625671,Loja B,Salvador,BA,479.59,False,2024-12-30 01:31:00,-12.9714,-38.5014
69930129946,Loja C,Rio de Janeiro,RJ,320.98,True,2024-12-12 15:38:00,-22.9068,-43.1729
35316259519,Loja X,São Paulo,SP,183.57,False,2024-12-09 22:49:00,-23.5505,-46.6333
69205217019,Loja D,São Paulo,SP,215.53,True,2024-12-25 02:08:00,-23.5505,-46.6333
29241750568,Loja B,Curitiba,PR,444.54,True,2024-12-07 05:49:00,-25.4284,-49.2733
29241750568,Loja D,Salvador,BA,226.81,False,2024-12-05 05:55:00,-12.9714,-38.5014
52224086377,Loja B,Curitiba,PR,139.85,False,2024-12-07 07:14:00,-25.4284,-49.2733
21127242432,Loja B,Salvador,BA,326.27,False,2024-12-11 20:40:00,-12.9714,-38.5014
63332663133,Loja D,Curitiba,PR,307.92,False,2024-12-02 00:05:00,-25.4284,-49.2733
21127242432,Loja C,Salvador,BA,194.65,True,2024-12-06 14:47:00,-12.9714,-38.5014
52224086377,Loja A,Rio de Janeiro,RJ,136.69,False,2024-12-26 21:17:00,-22.9068,-43.1729
13575499231,Loja C,Rio de Janeiro,RJ,341.95,False,2024-12-10 15:19:00,-22.9068,-43.1729
11410425299,Loja D,Belo Horizonte,MG,171.88,False,2024-12-14 08:17:00,-19.9191,-43.9386
33593347453,Loja A,Fortaleza,CE,239.53,False,2024-12-15 12:11:00,-3.7172,-38.5437
21127242432,Loja A,Fortaleza,CE,485.73,True,2024-12-10 13:11:00,-3.7172,-38.5437
69205217019,Loja C,Salvador,BA,215.51,True,2024-12-12 05:51:00,-12.9714,-38.5014
55701625671,Loja C,Salvador,BA,404.1,False,2024-12-06 07:55:00,-12.9714,-38.5014
67462158972,Loja B,São Paulo,SP,214.65,False,2024-12-25 04:22:00,-23.5505,-46.6333
29241750568,Loja B,São Paulo,SP,499.67,False,2024-12-30 11:06:00,-23.5505,-46.6333
44527891409,Loja C,São Paulo,SP,300.23,True,2024-12-22 04:40:00,-23.5505,-46.6333
10979653485,Loja B,Salvador,BA,155.91,True,2024-12-30 20:18:00,-12.9714,-38.5014
69930129946,Loja D,São Paulo,SP,387.02,True,2024-12-02 18:55:00,-23.5505,-46.6333
52224086377,Loja C,Salvador,BA,425.06,False,2024-12-19 01:26:00,-12.9714,-38.5014
11410425299,Loja B,Rio de Janeiro,RJ,422.14,False,2024-12-29 13:20:00,-22.9068,-43.1729
21127242432,Loja C,Salvador,BA,147.62,True,2024-12-20 11:14:00,-12.9714,-38.5014
21988281646,Loja B,Salvador,BA,270.91,False,2024-12-22 20:54:00,-12.9714,-38.5014
52224086377,Loja A,Rio de Janeiro,RJ,470.3,False,2024-12-01 17:43:00,-22.9068,-43.1729
81909742873,Loja D,Belo Horizonte,MG,398.89,False,2024-12-17 10:46:00,-19.9191,-43.9386
13575499231,Loja A,Belo Horizonte,MG,470.62,False,2024-12-23 01:28:00,-19.9191,-43.9386
52816175565,Loja D,Fortaleza,CE,477.95,True,2024-12-14 17:57:00,-3.7172,-38.5437
89849992378,Loja A,Fortaleza,CE,452.93,True,2024-12-23 00:50:00,-3.7172,-38.5437
52224086377,Loja D,Rio de Janeiro,RJ,116.05,True,2024-12-26 21:16:00,-22.9068,-43.1729
10979653485,Loja B,Belo Horizonte,MG,349.0,True,2024-12-05 16:50:00,-19.9191,-43.9386
11410425299,Loja B,Belo Horizonte,MG,412.2,False,2024-12-27 02:22:00,-19.9191,-43.9386
44527891409,Loja A,Rio de Janeiro,RJ,478.7,False,2024-12-21 19:21:00,-22.9068,-43.1729
29241750568,Loja C,Curitiba,PR,423.49,True,2024-12-05 23:36:00,-25.4284,-49.2733
33593347453,Loja A,Belo Horizonte,MG,366.7,False,2024-12-23 06:34:00,-19.9191,-43.9386
13575499231,Loja C,Belo Horizonte,MG,197.72,True,2024-12-29 06:19:00,-19.9191,-43.9386
55701625671,Loja C,Rio de Janeiro,RJ,309.56,True,2024-12-10 07:45:00,-22.9068,-43.1729
81909742873,Loja B,Fortaleza,CE,240.59,False,2024-12-09 13:25:00,-3.7172,-38.5437
89849992378,Loja C,Salvador,BA,216.8,True,2024-12-08 17:14:00,-12.9714,-38.5014
13575499231,Loja C,Rio de Janeiro,RJ,220.71,False,2024-12-01 17:26:00,-22.9068,-43.1729
33996388255,Loja C,Rio de Janeiro,RJ,186.99,False,2024-12-22 03:21:00,-22.9068,-43.1729
29241750568,Loja B,Curitiba,PR,221.87,True,2024-12-23 18:02:00,-25.4284,-49.2733
33996388255,Loja B,Curitiba,PR,189.84,False,2024-12-16 02:16:00,-25.4284,-49.2733
19836021835,Loja B,Salvador,BA,496.08,True,2024-12-19 19:28:00,-12.9714,-38.5014
13575499231,Loja C,Fortaleza,CE,376.29,True,2024-12-10 16:00:00,-3.7172,-38.5437
67462158972,Loja C,Rio de Janeiro,RJ,293.04,True,2024-12-20 13:26:00,-22.9068,-43.1729
52224086377,Loja A,Fortaleza,CE,362.16,True,2024-12-10 17:04:00,-3.7172,-38.5437
44527891409,Loja D,Belo Horizonte,MG,217.61,True,2024-12-30 09:17:00,-19.9191,-43.9386
52816175565,Loja A,Salvador,BA,130.05,True,2024-12-23 09:49:00,-12.9714,-38.5014
11410425299,Loja B,Belo Horizonte,MG,179.51,False,2024-12-18 12:52:00,-19.9191,-43.9386
19836021835,Loja B,Belo Horizonte,MG,484.18,False,2024-12-19 18:35:00,-19.9191,-43.9386
13575499231,Loja A,Rio de Janeiro,RJ,105.91,True,2024-12-08 03:01:00,-22.9068,-43.1729
29241750568,Loja C,Salvador,BA,478.22,False,2024-12-09 06:20:00,-12.9714,-38.5014
89849992378,Loja C,Rio de Janeiro,RJ,338.8,False,2024-12-08 04:56:00,-22.9068,-43.1729
52224086377,Loja B,Curitiba,PR,120.63,False,2024-12-21 09:07:00,-25.4284,-49.2733
13575499231,Loja D,Belo Horizonte,MG,216.53,False,2024-12-12 17:44:00,-19.9191,-43.9386
11410425299,Loja D,Belo Horizonte,MG,283.4,False,2024-12-20 18:40:00,-19.9191,-43.9386
10979653485,Loja C,São Paulo,SP,445.61,False,2024-12-21 23:58:00,-23.5505,-46.6333
52224086377,Loja C,Curitiba,PR,231.1,True,2024-12-12 15:07:00,-25.4284,-49.2733
89849992378,Loja B,Belo Horizonte,MG,190.89,False,2024-12-11 08:38:00,-19.9191,-43.9386
89849992378,Loja B,Salvador,BA,102.62,True,2024-12-16 14:33:00,-12.9714,-38.5014
33996388255,Loja B,Rio de Janeiro,RJ,260.09,True,2024-12-16 16:41:00,-22.9068,-43.1729
81909742873,Loja D,Fortaleza,CE,496.86,False,2024-12-07 22:39:00,-3.7172,-38.5437
33593347453,Loja D,Salvador,BA,172.37,False,2024-12-09 19:54:00,-12.9714,-38.5014
69930129946,Loja C,São Paulo,SP,128.51,False,2024-12-02 05:02:00,-23.5505,-46.6333
69205217019,Loja B,Curitiba,PR,136.71,False,2024-12-02 14:08:00,-25.4284,-49.2733
35316259519,Loja A,Curitiba,PR,187.83,False,2024-12-23 21:00:00,-25.4284,-49.2733
33996388255,Loja B,Fortaleza,CE,381.97,True,2024-12-09 16:27:00,-3.7172,-38.5437
67462158972,Loja D,São Paulo,SP,337.03,True,2024-12-10 06:23:00,-23.5505,-46.6333
21127242432,Loja C,Salvador,BA,222.14,False,2024-12-14 06:44:00,-12.9714,-38.5014
29241750568,Loja C,Curitiba,PR,135.74,True,2024-12-09 20:15:00,-25.4284,-49.2733
33593347453,Loja B,Rio de Janeiro,RJ,132.86,False,2024-12-11 16:31:00,-22.9068,-43.1729
52224086377,Loja D,Rio de Janeiro,RJ,188.17,True,2024-12-27 03:34:00,-22.9068,-43.1729
21988281646,Loja C,Curitiba,PR,445.01,True,2024-12-14 05:14:00,-25.4284,-49.2733
52224086377,Loja D,Curitiba,PR,446.96,True,2024-12-26 02:44:00,-25.4284,-49.2733
81909742873,Loja B,Salvador,BA,461.04,False,2024-12-02 23:38:00,-12.9714,-38.5014
21127242432,Loja B,Fortaleza,CE,394.3,False,2024-12-20 15:35:00,-3.7172,-38.5437
33593347453,Loja D,Rio de Janeiro,RJ,173.35,True,2024-12-29 22:29:00,-22.9068,-43.1729
52224086377,Loja D,Salvador,BA,298.37,False,2024-12-20 01:48:00,-12.9714,-38.5014
67462158972,Loja C,São Paulo,SP,204.14,False,2024-12-29 08:20:00,-23.5505,-46.6333
33996388255,Loja A,São Paulo,SP,223.74,True,2024-12-17 10:10:00,-23.5505,-46.6333
55701625671,Loja C,São Paulo,SP,317.81,False,2024-12-16 07:00:00,-23.5505,-46.6333
69205217019,Loja C,Salvador,BA,486.19,True,2024-12-04 03:24:00,-12.9714,-38.5014
13575499231,Loja A,Curitiba,PR,343.21,False,2024-12-21 02:42:00,-25.4284,-49.2733
11410425299,Loja B,Rio de Janeiro,RJ,216.78,False,2024-12-23 14:50:00,-22.9068,-43.1729
89849992378,Loja C,São Paulo,SP,201.86,False,2024-12-03 07:27:00,-23.5505,-46.6333
44527891409,Loja D,Salvador,BA,435.42,False,2024-12-18 23:07:00,-12.9714,-38.5014
11410425299,Loja A,Rio de Janeiro,RJ,303.0,False,2024-12-02 01:57:00,-22.9068,-43.1729
10979653485,Loja B,Curitiba,PR,458.87,False,2024-12-12 03:40:00,-25.4284,-49.2733
52816175565,Loja B,São Paulo,SP,171.65,True,2024-12-16 08:52:00,-23.5505,-46.6333
52224086377,Loja C,Rio de Janeiro,RJ,397.73,True,2024-12-03 03:01:00,-22.9068,-43.1729
63332663133,Loja A,São Paulo,SP,106.97,True,2024-12-06 02:44:00,-23.5505,-46.6333
55701625671,Loja C,Belo Horizonte,MG,235.78,True,2024-12-23 13:04:00,-19.9191,-43.9386
10979653485,Loja C,Fortaleza,CE,375.2,True,2024-12-17 15:23:00,-3.7172,-38.5437
89849992378,Loja D,Rio de Janeiro,RJ,403.52,False,2024-12-14 07:48:00,-22.9068,-43.1729
33593347453,Loja A,São Paulo,SP,237.18,True,2024-12-13 07:40:00,-23.5505,-46.6333
55701625671,Loja D,Belo Horizonte,MG,439.82,True,2024-12-16 01:24:00,-19.9191,-43.9386
19836021835,Loja C,Salvador,BA,116.47,False,2024-12-19 19:11:00,-12.9714,-38.5014
19836021835,Loja D,Fortaleza,CE,464.19,False,2024-12-04 09:34:00,-3.7172,-38.5437
35316259519,Loja C,São Paulo,SP,386.27,False,2024-12-01 10:53:00,-23.5505,-46.6333
29241750568,Loja D,Salvador,BA,133.64,True,2024-12-01 10:18:00,-12.9714,-38.5014
69930129946,Loja B,Fortaleza,CE,414.0,False,2024-12-26 18:46:00,-3.7172,-38.5437
13575499231,Loja C,São Paulo,SP,383.76,False,2024-12-10 07:23:00,-23.5505,-46.6333
81909742873,Loja B,Fortaleza,CE,216.85,True,2024-12-19 04:36:00,-3.7172,-38.5437
11410425299,Loja B,Belo Horizonte,MG,106.13,True,2024-12-03 20:32:00,-19.9191,-43.9386
13575499231,Loja A,Salvador,BA,255.0,False,2024-12-29 14:53:00,-12.9714,-38.5014
35316259519,Loja C,Rio de Janeiro,RJ,308.8,False,2024-12-16 16:56:00,-22.9068,-43.1729
52224086377,Loja C,Rio de Janeiro,RJ,435.61,False,2024-12-05 04:33:00,-22.9068,-43.1729
63332663133,Loja B,São Paulo,SP,276.71,False,2024-12-01 14:47:00,-23.5505,-46.6333
21988281646,Loja A,Curitiba,PR,193.41,False,2024-12-01 19:17:00,-25.4284,-49.2733
81909742873,Loja B,Belo Horizonte,MG,255.53,False,2024-12-05 10:08:00,-19.9191,-43.9386
81909742873,Loja B,Belo Horizonte,MG,492.43,False,2024-12-26 15:55:00,-19.9191,-43.9386
33593347453,Loja C,São Paulo,SP,117.1,True,2024-12-08 13:02:00,-23.5505,-46.6333
35316259519,Loja B,Fortaleza,CE,453.79,True,2024-12-18 13:09:00,-3.7172,-38.5437
35316259519,Loja B,Salvador,BA,484.01,False,2024-12-20 21:40:00,-12.9714,-38.5014
69205217019,Loja D,Belo Horizonte,MG,471.4,True,2024-12-08 17:32:00,-19.9191,-43.9386
44527891409,Loja A,Curitiba,PR,481.73,False,2024-12-08 22:42:00,-25.4284,-49.2733
52224086377,Loja A,Rio de Janeiro,RJ,267.93,True,2024-12-02 19:37:00,-22.9068,-43.1729
21127242432,Loja A,Belo Horizonte,MG,104.33,True,2024-12-13 06:35:00,-19.9191,-43.9386
33996388255,Loja B,Rio de Janeiro,RJ,417.88,True,2024-12-29 00:45:00,-22.9068,-43.1729
33996388255,Loja A,Curitiba,PR,243.21,True,2024-12-28 22:08:00,-25.4284,-49.2733
10979653485,Loja D,Belo Horizonte,MG,477.08,False,2024-12-02 02:12:00,-19.9191,-43.9386
11410425299,Loja B,Belo Horizonte,MG,331.47,False,2024-12-07 23:56:00,-19.9191,-43.9386
33593347453,Loja B,Fortaleza,CE,207.61,False,2024-12-07 06:35:00,-3.7172,-38.5437
69930129946,Loja C,São Paulo,SP,433.36,True,2024-12-05 14:39:00,-23.5505,-46.6333
52224086377,Loja C,São Paulo,SP,178.74,True,2024-12-08 02:11:00,-23.5505,-46.6333
33996388255,Loja A,Belo Horizonte,MG,120.3,False,2024-12-07 10:07:00,-19.9191,-43.9386
29241750568,Loja C,Salvador,BA,296.1,True,2024-12-30 12:38:00,-12.9714,-38.5014
11410425299,Loja A,Fortaleza,CE,430.43,True,2024-12-22 03:20:00,-3.7172,-38.5437
52224086377,Loja A,Rio de Janeiro,RJ,404.11,False,2024-12-13 14:22:00,-22.9068,-43.1729
29241750568,Loja A,Belo Horizonte,MG,335.18,True,2024-12-01 01:05:00,-19.9191,-43.9386
52816175565,Loja C,Salvador,BA,165.41,True,2024-12-25 14:20:00,-12.9714,-38.5014
89849992378,Loja C,Rio de Janeiro,RJ,422.27,False,2024-12-26 22:23:00,-22.9068,-43.1729
19836021835,Loja D,São Paulo,SP,179.25,True,2024-12-18 05:00:00,-23.5505,-46.6333
19836021835,Loja A,Belo Horizonte,MG,128.29,True,2024-12-03 15:55:00,-19.9191,-43.9386
52224086377,Loja C,Fortaleza,CE,408.5,False,2024-12-25 01:19:00,-3.7172,-38.5437
33593347453,Loja B,São Paulo,SP,267.92,False,2024-12-18 11:19:00,-23.5505,-46.6333
29241750568,Loja A,Rio de Janeiro,RJ,125.6,True,2024-12-30 00:27:00,-22.9068,-43.1729
52816175565,Loja A,Salvador,BA,275.2,False,2024-12-22 05:41:00,-12.9714,-38.5014
69205217019,Loja B,Salvador,BA,271.69,True,2024-12-23 06:01:00,-12.9714,-38.5014
19836021835,Loja A,Curitiba,PR,467.14,True,2024-12-27 20:34:00,-25.4284,-49.2733
63332663133,Loja D,Rio de Janeiro,RJ,456.18,True,2024-12-20 06:26:00,-22.9068,-43.1729
44527891409,Loja D,Fortaleza,CE,279.82,False,2024-12-15 07:13:00,-3.7172,-38.5437
21988281646,Loja C,São Paulo,SP,409.82,False,2024-12-03 14:10:00,-23.5505,-46.6333
10979653485,Loja D,Salvador,BA,388.48,True,2024-12-05 11:19:00,-12.9714,-38.5014
21127242432,Loja D,São Paulo,SP,155.55,False,2024-12-27 08:28:00,-23.5505,-46.6333
52224086377,Loja D,São Paulo,SP,433.47,False,2024-12-23 07:38:00,-23.5505,-46.6333
10979653485,Loja B,Belo Horizonte,MG,204.53,True,2024-12-04 03:42:00,-19.9191,-43.9386
52224086377,Loja D,Curitiba,PR,114.63,True,2024-12-14 18:13:00,-25.4284,-49.2733
81909742873,Loja B,Belo Horizonte,MG,188.73,False,2024-12-23 10:56:00,-19.9191,-43.9386
35316259519,Loja C,Curitiba,PR,494.63,True,2024-12-25 13:18:00,-25.4284,-49.2733
33593347453,Loja B,São Paulo,SP,382.73,False,2024-12-13 09:50:00,-23.5505,-46.6333
10979653485,Loja D,Fortaleza,CE,373.97,True,2024-12-26 16:40:00,-3.7172,-38.5437
29241750568,Loja B,Rio de Janeiro,RJ,118.03,True,2024-12-26 23:52:00,-22.9068,-43.1729
81909742873,Loja C,Rio de Janeiro,RJ,279.56,True,2024-12-09 21:13:00,-22.9068,-43.1729
